"Root","FullName","Directory","Name","Extension","LengthBytes","LastWriteTime","CreationTime","Depth"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\warnings.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools","warnings.py",".py","3796","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","5"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\wheel.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools","wheel.py",".py","9532","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","5"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\windows_support.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools","windows_support.py",".py","726","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","5"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","__init__.py",".py","803","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\_requirestxt.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","_requirestxt.py",".py","4228","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\alias.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","alias.py",".py","2366","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\bdist_egg.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","bdist_egg.py",".py","16832","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\bdist_rpm.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","bdist_rpm.py",".py","1435","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\bdist_wheel.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","bdist_wheel.py",".py","22210","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\build_clib.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","build_clib.py",".py","4528","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\build_ext.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","build_ext.py",".py","18270","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\build_py.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","build_py.py",".py","15826","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\build.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","build.py",".py","6052","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\develop.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","develop.py",".py","1751","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\dist_info.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","dist_info.py",".py","3450","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\easy_install.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","easy_install.py",".py","780","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\editable_wheel.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","editable_wheel.py",".py","34862","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\egg_info.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","egg_info.py",".py","25754","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\install_egg_info.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","install_egg_info.py",".py","2020","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\install_lib.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","install_lib.py",".py","4319","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\install_scripts.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","install_scripts.py",".py","2445","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\install.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","install.py",".py","5066","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\launcher manifest.xml","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","launcher manifest.xml",".xml","628","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\rotate.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","rotate.py",".py","2134","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\saveopts.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","saveopts.py",".py","678","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\sdist.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","sdist.py",".py","7426","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\setopt.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","setopt.py",".py","5047","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\test.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command","test.py",".py","1400","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","__init__.cpython-311.pyc",".pyc","633","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\_requirestxt.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","_requirestxt.cpython-311.pyc",".pyc","7235","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\alias.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","alias.cpython-311.pyc",".pyc","3901","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\bdist_egg.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","bdist_egg.cpython-311.pyc",".pyc","26265","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\bdist_rpm.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","bdist_rpm.cpython-311.pyc",".pyc","2439","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\bdist_wheel.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","bdist_wheel.cpython-311.pyc",".pyc","28300","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\build_clib.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","build_clib.cpython-311.pyc",".pyc","4299","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\build_ext.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","build_ext.cpython-311.pyc",".pyc","25075","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\build_py.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","build_py.cpython-311.pyc",".pyc","24148","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\build.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","build.cpython-311.pyc",".pyc","5774","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\develop.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","develop.cpython-311.pyc",".pyc","3003","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\dist_info.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","dist_info.cpython-311.pyc",".pyc","5596","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\easy_install.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","easy_install.cpython-311.pyc",".pyc","1651","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\editable_wheel.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","editable_wheel.cpython-311.pyc",".pyc","53689","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\egg_info.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","egg_info.cpython-311.pyc",".pyc","37372","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\install_egg_info.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","install_egg_info.cpython-311.pyc",".pyc","3917","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\install_lib.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","install_lib.cpython-311.pyc",".pyc","6860","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\install_scripts.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","install_scripts.cpython-311.pyc",".pyc","4253","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\install.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","install.cpython-311.pyc",".pyc","6459","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\rotate.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","rotate.cpython-311.pyc",".pyc","4343","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\saveopts.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","saveopts.cpython-311.pyc",".pyc","1357","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\sdist.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","sdist.cpython-311.pyc",".pyc","13769","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\setopt.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","setopt.cpython-311.pyc",".pyc","7753","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__\test.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\command\__pycache__","test.cpython-311.pyc",".pyc","2242","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat","__init__.py",".py","0","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\py310.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat","py310.py",".py","344","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\py311.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat","py311.py",".py","790","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\py312.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat","py312.py",".py","366","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\py39.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat","py39.py",".py","493","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__","__init__.cpython-311.pyc",".pyc","186","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__\py310.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__","py310.cpython-311.pyc",".pyc","890","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__\py311.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__","py311.cpython-311.pyc",".pyc","1659","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__\py312.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__","py312.cpython-311.pyc",".pyc","509","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__\py39.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\compat\__pycache__","py39.cpython-311.pyc",".pyc","305","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","__init__.py",".py","1499","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_apply_pyprojecttoml.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","_apply_pyprojecttoml.py",".py","19120","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\distutils.schema.json","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","distutils.schema.json",".json","972","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\expand.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","expand.py",".py","16064","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\NOTICE","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","NOTICE","","493","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\pyprojecttoml.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","pyprojecttoml.py",".py","18320","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\setupcfg.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","setupcfg.py",".py","26695","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\setuptools.schema.json","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config","setuptools.schema.json",".json","16071","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","6"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__init__.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject","__init__.py",".py","1042","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\error_reporting.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject","error_reporting.py",".py","11813","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\extra_validations.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject","extra_validations.py",".py","2858","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_exceptions.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject","fastjsonschema_exceptions.py",".py","1612","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\fastjsonschema_validations.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject","fastjsonschema_validations.py",".py","354682","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\formats.py","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject","formats.py",".py","13564","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\NOTICE","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject","NOTICE","","18737","2/19/2026 5:51:10 PM","2/19/2026 5:51:10 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__","__init__.cpython-311.pyc",".pyc","2335","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\error_reporting.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__","error_reporting.cpython-311.pyc",".pyc","20919","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\extra_validations.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__","extra_validations.cpython-311.pyc",".pyc","3456","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\fastjsonschema_exceptions.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__","fastjsonschema_exceptions.cpython-311.pyc",".pyc","3235","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\fastjsonschema_validations.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__","fastjsonschema_validations.cpython-311.pyc",".pyc","265750","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__\formats.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\_validate_pyproject\__pycache__","formats.cpython-311.pyc",".pyc","20419","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","8"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\__pycache__\__init__.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\__pycache__","__init__.cpython-311.pyc",".pyc","2156","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\__pycache__\_apply_pyprojecttoml.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\__pycache__","_apply_pyprojecttoml.cpython-311.pyc",".pyc","29474","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
"C:\AI_VAULT\00_identity","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\__pycache__\expand.cpython-311.pyc","C:\AI_VAULT\00_identity\.venv\Lib\site-packages\setuptools\config\__pycache__","expand.cpython-311.pyc",".pyc","27425","2/19/2026 5:51:11 PM","2/19/2026 5:51:11 PM","7"
